id,url_id,user_id,event_type,timestamp,details
142,142,258,created,2025-02-07 19:43:11,"{""short_code"":""eLWFsl"",""original_url"":""https://example.com/vivid/pioneer/142""}"
143,143,177,created,2025-04-06 05:12:08,"{""short_code"":""Xjt9XY"",""original_url"":""https://hackstack.io/clear/meadow/143""}"
144,144,144,created,2025-09-29 08:22:36,"{""short_code"":""C3u5hD"",""original_url"":""https://hackstack.io/brisk/kernel/144""}"
145,145,213,created,2025-04-06 04:53:43,"{""short_code"":""U1rcHl"",""original_url"":""https://relay.cloud/vivid/window/145""}"
146,146,108,created,2025-12-01 05:54:04,"{""short_code"":""HQdJdv"",""original_url"":""https://relay.cloud/cobalt/meadow/146""}"
147,147,241,created,2025-07-21 07:01:53,"{""short_code"":""83MxQj"",""original_url"":""https://example.com/ember/canyon/147""}"
148,148,6,created,2025-09-25 10:52:15,"{""short_code"":""l91apU"",""original_url"":""https://seeded.app/opal/network/148""}"
149,149,298,created,2025-01-05 17:24:12,"{""short_code"":""xFi183"",""original_url"":""https://acme.dev/young/garden/149""}"
150,150,290,created,2025-03-21 20:22:19,"{""short_code"":""AtMLCr"",""original_url"":""https://opswise.net/navy/uplink/150""}"
151,151,347,created,2025-10-24 06:36:21,"{""short_code"":""HXo0aV"",""original_url"":""https://hackstack.io/ember/yard/151""}"
152,152,107,created,2025-05-12 20:22:41,"{""short_code"":""M6XbXX"",""original_url"":""https://example.com/keen/anchor/152""}"
153,153,51,created,2025-02-20 20:11:22,"{""short_code"":""SfpVUB"",""original_url"":""https://opswise.net/tidy/kernel/153""}"
154,154,98,created,2025-04-14 08:50:12,"{""short_code"":""tj7kqY"",""original_url"":""https://acme.dev/opal/uplink/154""}"
155,155,81,created,2025-01-06 21:54:27,"{""short_code"":""8WWUzK"",""original_url"":""https://relay.cloud/harbor/trail/155""}"
156,156,232,created,2025-02-18 09:47:44,"{""short_code"":""GDjOjE"",""original_url"":""https://acme.dev/young/beacon/156""}"
157,157,45,created,2025-04-16 05:32:17,"{""short_code"":""TIKMce"",""original_url"":""https://seeded.app/lively/zenith/157""}"
158,158,376,created,2025-12-07 17:20:19,"{""short_code"":""AjgLdX"",""original_url"":""https://hackstack.io/ember/valley/158""}"
159,159,211,created,2026-01-13 18:58:45,"{""short_code"":""km42Dj"",""original_url"":""https://relay.cloud/urban/valley/159""}"
160,160,293,created,2025-12-02 12:46:13,"{""short_code"":""SSH4hM"",""original_url"":""https://seeded.app/tidy/zenith/160""}"
161,161,330,created,2025-11-26 08:38:40,"{""short_code"":""gH3nIw"",""original_url"":""https://seeded.app/ivory/canyon/161""}"
162,162,104,created,2025-06-05 04:34:01,"{""short_code"":""p5DkSw"",""original_url"":""https://seeded.app/amber/field/162""}"
163,163,214,created,2025-08-15 22:43:01,"{""short_code"":""ByRc4L"",""original_url"":""https://acme.dev/tidy/field/163""}"
164,164,213,created,2025-06-25 17:18:09,"{""short_code"":""x1VNzo"",""original_url"":""https://seeded.app/warm/anchor/164""}"
165,165,238,created,2025-03-24 17:00:03,"{""short_code"":""cZSN4G"",""original_url"":""https://opswise.net/urban/kernel/165""}"
166,166,6,created,2026-01-18 22:53:58,"{""short_code"":""nlXb1D"",""original_url"":""https://relay.cloud/forest/beacon/166""}"
167,167,375,created,2025-02-22 17:10:22,"{""short_code"":""drXCF4"",""original_url"":""https://relay.cloud/keen/lagoon/167""}"
168,168,355,created,2026-01-23 00:10:24,"{""short_code"":""QVR7JM"",""original_url"":""https://seeded.app/clear/yard/168""}"
169,169,218,created,2025-07-29 23:32:13,"{""short_code"":""rXdxKG"",""original_url"":""https://example.com/ember/garden/169""}"
170,170,290,created,2025-06-03 20:50:43,"{""short_code"":""4ODDSO"",""original_url"":""https://acme.dev/forest/kernel/170""}"
171,171,49,created,2025-12-31 17:29:40,"{""short_code"":""C1tF6l"",""original_url"":""https://acme.dev/tidy/pioneer/171""}"
172,172,289,created,2025-02-05 15:17:14,"{""short_code"":""jxAvvU"",""original_url"":""https://acme.dev/young/kernel/172""}"
173,173,348,created,2025-09-05 08:04:38,"{""short_code"":""jWKTYr"",""original_url"":""https://opswise.net/urban/trail/173""}"
174,174,213,created,2025-11-01 03:49:34,"{""short_code"":""3wyyrR"",""original_url"":""https://seeded.app/calm/window/174""}"
175,175,383,created,2025-02-13 09:06:24,"{""short_code"":""jFWJBD"",""original_url"":""https://example.com/ember/zenith/175""}"
176,176,82,created,2025-09-10 16:25:11,"{""short_code"":""Acrass"",""original_url"":""https://hackstack.io/keen/anchor/176""}"
177,177,179,created,2025-12-01 05:48:50,"{""short_code"":""2AXCEr"",""original_url"":""https://relay.cloud/silver/quartz/177""}"
178,178,112,created,2026-01-26 00:02:36,"{""short_code"":""RHV5KF"",""original_url"":""https://acme.dev/vivid/kernel/178""}"
179,179,35,created,2025-10-09 22:11:02,"{""short_code"":""LTtms2"",""original_url"":""https://relay.cloud/tidy/anchor/179""}"
180,180,85,created,2025-02-15 04:09:43,"{""short_code"":""JOgxDm"",""original_url"":""https://seeded.app/young/beacon/180""}"
181,181,30,created,2025-08-02 15:58:48,"{""short_code"":""8fLRLA"",""original_url"":""https://hackstack.io/lively/delta/181""}"
182,182,128,created,2025-07-07 13:41:13,"{""short_code"":""9oiAuN"",""original_url"":""https://acme.dev/mellow/window/182""}"
183,183,183,created,2025-07-15 20:21:20,"{""short_code"":""5vCmlS"",""original_url"":""https://seeded.app/keen/engine/183""}"
184,184,358,created,2025-07-10 19:39:38,"{""short_code"":""5PIQ1P"",""original_url"":""https://seeded.app/harbor/trail/184""}"
185,185,254,created,2025-07-03 05:11:01,"{""short_code"":""cLpjaV"",""original_url"":""https://opswise.net/dawn/trail/185""}"
186,186,374,created,2025-05-23 08:07:45,"{""short_code"":""iwmUr9"",""original_url"":""https://opswise.net/ivory/canyon/186""}"
187,187,63,created,2025-06-14 05:26:27,"{""short_code"":""qS5ocq"",""original_url"":""https://opswise.net/vivid/valley/187""}"
188,188,251,created,2025-04-05 03:09:47,"{""short_code"":""suUYUv"",""original_url"":""https://opswise.net/keen/quartz/188""}"
189,189,113,created,2025-08-09 10:37:22,"{""short_code"":""zxjsjx"",""original_url"":""https://acme.dev/amber/kernel/189""}"
190,190,322,created,2025-05-24 00:38:14,"{""short_code"":""RsDZUX"",""original_url"":""https://acme.dev/proud/signal/190""}"
191,191,171,created,2025-11-24 04:53:05,"{""short_code"":""X1Dsi1"",""original_url"":""https://relay.cloud/calm/island/191""}"
192,192,350,created,2025-02-19 23:28:29,"{""short_code"":""uL9CeG"",""original_url"":""https://hackstack.io/urban/zenith/192""}"
193,193,190,created,2025-11-11 05:36:31,"{""short_code"":""o6G4Q2"",""original_url"":""https://opswise.net/gold/harvest/193""}"
194,194,389,created,2025-09-04 03:22:08,"{""short_code"":""r5sDR2"",""original_url"":""https://opswise.net/silver/canyon/194""}"
195,195,69,created,2025-10-06 18:08:47,"{""short_code"":""vol1Lt"",""original_url"":""https://hackstack.io/urban/network/195""}"
196,196,24,created,2025-04-30 08:58:33,"{""short_code"":""Rg5BRv"",""original_url"":""https://example.com/cobalt/yard/196""}"
197,197,138,created,2025-08-01 02:22:06,"{""short_code"":""kNbSwq"",""original_url"":""https://hackstack.io/warm/window/197""}"
198,198,210,created,2025-01-10 06:14:39,"{""short_code"":""Ir7uDE"",""original_url"":""https://opswise.net/dawn/window/198""}"
199,199,109,created,2025-08-28 20:04:32,"{""short_code"":""OuR8w3"",""original_url"":""https://acme.dev/tidy/island/199""}"
200,200,235,created,2025-07-23 06:31:50,"{""short_code"":""R4Lvz9"",""original_url"":""https://acme.dev/urban/beacon/200""}"
201,201,190,created,2026-01-01 19:41:45,"{""short_code"":""PIe4Ph"",""original_url"":""https://relay.cloud/warm/journey/201""}"
202,202,173,created,2025-05-15 06:45:22,"{""short_code"":""zyF8no"",""original_url"":""https://seeded.app/gold/garden/202""}"
203,203,220,created,2025-11-12 02:40:55,"{""short_code"":""sOAUAD"",""original_url"":""https://example.com/amber/quartz/203""}"
204,204,66,created,2025-06-10 09:28:44,"{""short_code"":""WFAOJz"",""original_url"":""https://hackstack.io/opal/river/204""}"
205,205,117,created,2025-07-22 04:27:15,"{""short_code"":""g5dpj0"",""original_url"":""https://seeded.app/calm/yard/205""}"
206,206,135,created,2025-07-18 23:24:19,"{""short_code"":""q1t8vZ"",""original_url"":""https://opswise.net/gold/orbit/206""}"
207,207,351,created,2025-10-08 13:03:11,"{""short_code"":""lurqr6"",""original_url"":""https://example.com/calm/uplink/207""}"
208,208,192,created,2025-06-06 05:15:23,"{""short_code"":""UUf9kK"",""original_url"":""https://opswise.net/navy/lagoon/208""}"
209,209,329,created,2026-02-12 11:00:01,"{""short_code"":""Vg6WQ2"",""original_url"":""https://hackstack.io/proud/zenith/209""}"
210,210,120,created,2025-03-20 02:00:52,"{""short_code"":""P52TRk"",""original_url"":""https://acme.dev/calm/quartz/210""}"
211,211,277,created,2025-08-19 08:51:55,"{""short_code"":""izSXwZ"",""original_url"":""https://hackstack.io/ember/engine/211""}"
212,212,329,created,2025-11-29 12:50:53,"{""short_code"":""zPbi2k"",""original_url"":""https://acme.dev/urban/signal/212""}"
213,213,77,created,2025-02-02 03:30:02,"{""short_code"":""6hFxxd"",""original_url"":""https://relay.cloud/ivory/delta/213""}"
214,214,270,created,2025-10-25 20:16:43,"{""short_code"":""JreWnp"",""original_url"":""https://relay.cloud/harbor/river/214""}"
215,215,354,created,2025-02-01 18:52:41,"{""short_code"":""ESD5bz"",""original_url"":""https://relay.cloud/proud/pioneer/215""}"
216,216,174,created,2025-05-30 19:48:26,"{""short_code"":""NX0kaW"",""original_url"":""https://hackstack.io/lively/window/216""}"
